Team,Date,Score,Turnovers,Blocks,Completion%,Huck%,Hold%,OLC%,Break%,DLC%,RZC%,Away Score,Home Score,Points/Total
Summit,5/20/2023,LA 14 - 18 COL,17,11,0.94,0.33,0.69,0.48,0.32,0.55,0.86,14,18,0.563
Thunderbirds,5/20/2023,PIT 12 - 26 MIN,29,11,0.88,0.5,0.39,0.3,0.07,0.17,0.64,12,26,0.316
Wind Chill,5/20/2023,PIT 12 - 26 MIN,16,12,0.93,0.64,0.93,0.68,0.39,0.52,0.8,12,26,0.684
Flyers,5/21/2023,ATL 15 - 21 CAR,12,11,0.96,0.57,0.82,0.61,0.3,0.7,0.85,15,21,0.583
Hustle,5/21/2023,ATL 15 - 21 CAR,17,5,0.91,0.67,0.57,0.52,0.12,0.22,0.75,15,21,0.417
Flyers,5/26/2023,HTX 11 - 24 CAR,21,13,0.91,0.67,1.0,0.62,0.42,0.46,0.65,11,24,0.686
Havoc,5/26/2023,HTX 11 - 24 CAR,35,11,0.88,0.63,0.42,0.29,0.0,0.0,0.67,11,24,0.314
Havoc,5/27/2023,HTX 11 - 20 ATL,30,10,0.9,0.2,0.43,0.26,0.17,0.33,0.62,11,20,0.355
Hustle,5/27/2023,HTX 11 - 20 ATL,20,13,0.92,0.56,0.75,0.56,0.52,0.44,0.88,11,20,0.645
Mechanix,5/27/2023,MIN 25 - 17 DET,23,7,0.91,1.0,0.59,0.47,0.05,0.17,0.74,25,17,0.405
Phoenix,5/27/2023,PHI 20 - 19 PIT,17,9,0.95,0.58,0.57,0.46,0.38,0.62,0.87,20,19,0.513
Radicals,5/27/2023,CHI 20 - 18 MAD,19,9,0.94,0.67,0.48,0.42,0.35,0.58,0.88,20,18,0.474
Royal,5/27/2023,TOR 15 - 12 MTL,33,9,0.82,0.47,0.53,0.26,0.21,0.25,0.67,15,12,0.444
Rush,5/27/2023,TOR 15 - 12 MTL,30,15,0.87,0.38,0.64,0.39,0.35,0.25,0.5,15,12,0.556
Thunderbirds,5/27/2023,PHI 20 - 19 PIT,18,8,0.92,0.72,0.57,0.46,0.33,0.58,0.88,20,19,0.487
Union,5/27/2023,CHI 20 - 18 MAD,16,9,0.95,0.8,0.5,0.42,0.43,0.69,0.74,20,18,0.526
Wind Chill,5/27/2023,MIN 25 - 17 DET,16,15,0.93,0.6,0.84,0.67,0.33,0.5,0.81,25,17,0.595
Legion,5/28/2023,ATX 25 - 14 DAL,34,13,0.87,0.35,0.41,0.28,0.19,0.33,0.64,25,14,0.359
Sol,5/28/2023,ATX 25 - 14 DAL,24,12,0.92,0.4,0.63,0.45,0.52,0.54,0.74,25,14,0.641
Union,5/28/2023,MIN 12 - 16 CHI,15,6,0.95,0.0,0.5,0.37,0.44,0.62,1.0,12,16,0.571
Wind Chill,5/28/2023,MIN 12 - 16 CHI,19,6,0.93,0.5,0.39,0.33,0.38,0.45,0.75,12,16,0.429
Breeze,6/2/2023,CAR 20 - 19 DC,15,8,0.95,0.75,0.68,0.58,0.19,0.44,0.76,20,19,0.487
Cascades,6/2/2023,SEA 27 - 18 POR,12,13,0.96,0.69,0.8,0.67,0.38,0.73,0.89,27,18,0.6
Empire,6/2/2023,NY 8 - 5 BOS,16,11,0.88,0.33,0.5,0.21,0.56,0.45,0.78,8,5,0.615
Flyers,6/2/2023,CAR 20 - 19 DC,14,9,0.95,0.56,0.76,0.62,0.18,0.44,0.8,20,19,0.513
Glory,6/2/2023,NY 8 - 5 BOS,19,5,0.85,0.0,0.44,0.27,0.17,0.11,0.36,8,5,0.385
Havoc,6/2/2023,HTX 19 - 23 ATX,27,4,0.89,0.38,0.56,0.41,0.24,0.42,0.87,19,23,0.452
Nitro,6/2/2023,SEA 27 - 18 POR,21,4,0.92,0.27,0.55,0.5,0.1,0.29,0.92,27,18,0.4
Sol,6/2/2023,HTX 19 - 23 ATX,22,13,0.92,0.67,0.71,0.54,0.32,0.44,0.83,19,23,0.548
AlleyCats,6/3/2023,IND 21 - 15 DET,16,9,0.93,0.71,0.65,0.46,0.43,0.67,0.74,21,15,0.583
Aviators,6/3/2023,LA 22 - 21 SD,19,16,0.93,0.75,0.7,0.55,0.26,0.46,0.79,22,21,0.512
Empire,6/3/2023,NY 16 - 10 MTL,23,20,0.9,0.25,0.75,0.56,0.39,0.29,0.82,16,10,0.615
Flyers,6/3/2023,CAR 17 - 20 PHI,18,7,0.93,0.36,0.55,0.44,0.26,0.63,0.87,17,20,0.459
Growlers,6/3/2023,LA 22 - 21 SD,20,10,0.93,0.73,0.65,0.52,0.26,0.5,0.8,22,21,0.488
Havoc,6/3/2023,DAL 19 - 21 HTX,20,7,0.94,0.5,0.67,0.48,0.33,0.58,0.7,19,21,0.525
Legion,6/3/2023,DAL 19 - 21 HTX,20,12,0.92,0.53,0.62,0.52,0.29,0.43,0.81,19,21,0.475
Mechanix,6/3/2023,IND 21 - 15 DET,24,7,0.92,0.71,0.52,0.41,0.18,0.3,0.87,21,15,0.417
Phoenix,6/3/2023,CAR 17 - 20 PHI,15,11,0.95,0.67,0.58,0.5,0.41,0.64,0.92,17,20,0.541
Royal,6/3/2023,NY 16 - 10 MTL,29,9,0.9,0.5,0.5,0.26,0.08,0.14,0.47,16,10,0.385
Shred,6/3/2023,OAK 17 - 21 SLC,21,10,0.92,0.6,0.84,0.57,0.22,0.36,0.71,17,21,0.553
Spiders,6/3/2023,OAK 17 - 21 SLC,24,8,0.89,0.44,0.65,0.47,0.11,0.17,0.73,17,21,0.447
Union,6/3/2023,CHI 18 - 20 MIN,18,7,0.92,0.62,0.55,0.46,0.3,0.6,0.75,18,20,0.474
Wind Chill,6/3/2023,CHI 18 - 20 MIN,14,10,0.96,0.67,0.6,0.52,0.36,0.67,0.82,18,20,0.526
Radicals,6/4/2023,PIT 17 - 22 MAD,18,8,0.92,0.57,0.68,0.54,0.38,0.53,0.75,17,22,0.564
Spiders,6/4/2023,OAK 22 - 27 COL,16,3,0.93,0.64,0.64,0.56,0.17,0.67,0.92,22,27,0.449
Summit,6/4/2023,OAK 22 - 27 COL,10,8,0.96,0.73,0.83,0.76,0.29,0.62,1.0,22,27,0.551
Thunderbirds,6/4/2023,PIT 17 - 22 MAD,22,6,0.93,0.56,0.46,0.35,0.32,0.55,0.68,17,22,0.436
Aviators,6/9/2023,LA 29 - 11 POR,10,14,0.97,0.75,0.77,0.71,0.61,0.7,0.88,29,11,0.725
Flyers,6/9/2023,CAR 27 - 19 DAL,13,11,0.96,0.63,0.76,0.7,0.39,0.61,0.96,27,19,0.587
Glory,6/9/2023,ATL 21 - 15 BOS,21,8,0.92,0.58,0.59,0.42,0.12,0.4,0.81,21,15,0.417
Hustle,6/9/2023,ATL 21 - 15 BOS,14,15,0.95,0.64,0.76,0.65,0.36,0.47,0.9,21,15,0.583
Legion,6/9/2023,CAR 27 - 19 DAL,21,8,0.9,0.62,0.57,0.46,0.14,0.6,0.89,27,19,0.413
Nitro,6/9/2023,LA 29 - 11 POR,29,10,0.88,0.27,0.32,0.26,0.08,0.5,0.67,29,11,0.275
Shred,6/9/2023,SLC 19 - 18 COL,13,8,0.95,0.58,0.5,0.4,0.43,1.0,1.0,19,18,0.514
Summit,6/9/2023,SLC 19 - 18 COL,16,5,0.94,0.69,0.57,0.57,0.3,0.46,0.77,19,18,0.486
AlleyCats,6/10/2023,CHI 17 - 26 IND,10,10,0.97,0.6,0.83,0.68,0.41,0.73,0.86,17,26,0.605
Aviators,6/10/2023,LA 25 - 23 SEA,12,10,0.96,0.5,0.72,0.72,0.23,0.43,1.0,25,23,0.521
Cascades,6/10/2023,LA 25 - 23 SEA,15,5,0.94,0.67,0.62,0.52,0.28,1.0,0.82,25,23,0.479
Empire,6/10/2023,ATL 17 - 20 NY,11,10,0.95,0.75,0.74,0.67,0.27,0.55,0.79,17,20,0.541
Flyers,6/10/2023,CAR 22 - 20 ATX,20,11,0.92,0.91,0.71,0.56,0.25,0.4,0.76,22,20,0.524
Growlers,6/10/2023,SD 17 - 21 OAK,25,10,0.89,0.33,0.57,0.35,0.21,0.67,0.56,17,21,0.447
Hustle,6/10/2023,ATL 17 - 20 NY,13,8,0.95,0.45,0.64,0.54,0.16,0.6,0.79,17,20,0.459
Phoenix,6/10/2023,PHI 27 - 23 TOR,14,10,0.94,0.71,0.76,0.63,0.25,0.64,0.93,27,23,0.54
Radicals,6/10/2023,MAD 17 - 18 MIN,25,11,0.9,0.55,0.65,0.46,0.21,0.29,0.63,17,18,0.486
Rush,6/10/2023,PHI 27 - 23 TOR,17,7,0.94,1.0,0.64,0.6,0.2,0.5,0.73,27,23,0.46
Sol,6/10/2023,CAR 22 - 20 ATX,22,7,0.92,0.67,0.63,0.48,0.24,0.45,0.84,22,20,0.476
Spiders,6/10/2023,SD 17 - 21 OAK,23,10,0.89,0.56,0.68,0.62,0.35,0.33,0.86,17,21,0.553
Union,6/10/2023,CHI 17 - 26 IND,19,5,0.93,0.64,0.52,0.47,0.17,0.43,0.86,17,26,0.395
Wind Chill,6/10/2023,MAD 17 - 18 MIN,23,10,0.93,0.6,0.74,0.5,0.15,0.25,0.67,17,18,0.514
Glory,6/11/2023,BOS 22 - 12 MTL,12,8,0.94,0.64,0.71,0.63,0.5,0.57,0.79,22,12,0.647
Mechanix,6/11/2023,DET 18 - 28 PIT,25,9,0.92,0.69,0.53,0.47,0.1,0.22,0.63,18,28,0.391
Royal,6/11/2023,BOS 22 - 12 MTL,22,5,0.92,0.67,0.38,0.29,0.21,0.75,0.53,22,12,0.353
Thunderbirds,6/11/2023,DET 18 - 28 PIT,15,8,0.94,0.74,0.8,0.59,0.4,0.71,0.9,18,28,0.609
Breeze,6/16/2023,MTL 14 - 23 DC,15,10,0.94,0.64,0.67,0.63,0.52,0.59,0.91,14,23,0.622
Empire,6/16/2023,BOS 16 - 25 NY,10,10,0.96,0.8,0.89,0.8,0.33,0.6,0.88,16,25,0.61
Glory,6/16/2023,BOS 16 - 25 NY,17,8,0.93,0.69,0.56,0.47,0.06,0.33,0.73,16,25,0.39
Royal,6/16/2023,MTL 14 - 23 DC,23,5,0.92,0.38,0.4,0.29,0.27,0.8,0.71,14,23,0.378
Shred,6/16/2023,COL 19 - 20 SLC,8,6,0.97,0.75,0.76,0.73,0.18,0.5,0.86,19,20,0.513
Summit,6/16/2023,COL 19 - 20 SLC,11,3,0.97,0.67,0.73,0.62,0.14,0.75,0.73,19,20,0.487
AlleyCats,6/17/2023,DET 19 - 20 IND,10,6,0.96,0.71,0.75,0.68,0.23,0.56,0.8,19,20,0.513
Cascades,6/17/2023,SEA 20 - 19 SD,21,14,0.92,0.53,0.77,0.5,0.14,0.43,0.67,20,19,0.513
Growlers,6/17/2023,SEA 20 - 19 SD,19,9,0.94,0.6,0.71,0.68,0.18,0.25,0.78,20,19,0.487
Havoc,6/17/2023,ATX 18 - 15 HTX,36,13,0.86,0.54,0.35,0.23,0.47,0.38,0.63,18,15,0.455
Hustle,6/17/2023,DAL 14 - 29 ATL,11,16,0.96,0.78,0.88,0.74,0.5,0.68,0.86,14,29,0.674
Legion,6/17/2023,DAL 14 - 29 ATL,26,6,0.9,0.58,0.43,0.35,0.06,0.25,0.57,14,29,0.326
Mechanix,6/17/2023,DET 19 - 20 IND,12,4,0.96,1.0,0.73,0.62,0.15,0.5,0.78,19,20,0.487
Nitro,6/17/2023,POR 15 - 21 CHI,27,11,0.89,0.4,0.57,0.41,0.12,0.18,0.56,15,21,0.417
Phoenix,6/17/2023,MTL 13 - 22 PHI,15,12,0.94,0.73,0.73,0.61,0.5,0.55,0.68,13,22,0.629
Radicals,6/17/2023,MIN 24 - 19 MAD,21,9,0.92,0.5,0.5,0.46,0.24,0.5,0.87,24,19,0.442
Royal,6/17/2023,MTL 13 - 22 PHI,24,7,0.91,0.5,0.45,0.31,0.2,0.5,0.71,13,22,0.371
Rush,6/17/2023,PIT 17 - 18 TOR,20,9,0.92,0.89,0.79,0.6,0.15,0.23,0.87,17,18,0.514
Sol,6/17/2023,ATX 18 - 15 HTX,33,17,0.88,0.58,0.53,0.3,0.45,0.41,0.6,18,15,0.545
Spiders,6/17/2023,COL 23 - 24 OAK,17,10,0.93,0.8,0.64,0.53,0.31,0.67,0.81,23,24,0.511
Summit,6/17/2023,COL 23 - 24 OAK,17,9,0.95,0.88,0.58,0.52,0.32,0.62,0.86,23,24,0.489
Thunderbirds,6/17/2023,PIT 17 - 18 TOR,21,10,0.92,0.63,0.7,0.47,0.16,0.3,0.59,17,18,0.486
Union,6/17/2023,POR 15 - 21 CHI,20,10,0.94,0.62,0.76,0.52,0.35,0.47,0.75,15,21,0.583
Wind Chill,6/17/2023,MIN 24 - 19 MAD,14,14,0.95,0.62,0.57,0.48,0.46,0.8,0.87,24,19,0.558
Aviators,6/18/2023,SEA 14 - 23 LA,16,9,0.94,0.55,0.87,0.68,0.36,0.47,0.88,14,23,0.622
Cascades,6/18/2023,SEA 14 - 23 LA,24,9,0.9,0.57,0.52,0.38,0.07,0.2,0.69,14,23,0.378
AlleyCats,6/23/2023,IND 23 - 22 MAD,12,6,0.96,0.78,0.63,0.63,0.33,0.73,0.89,23,22,0.511
Breeze,6/23/2023,DC 25 - 18 MTL,8,7,0.97,0.67,0.75,0.71,0.37,0.83,0.95,25,18,0.581
Havoc,6/23/2023,ATL 23 - 14 HTX,28,10,0.89,0.63,0.44,0.31,0.13,0.29,0.67,23,14,0.378
Hustle,6/23/2023,ATL 23 - 14 HTX,19,15,0.92,0.78,0.75,0.57,0.44,0.5,0.76,23,14,0.622
Mechanix,6/23/2023,DET 20 - 25 CHI,22,9,0.92,0.6,0.56,0.47,0.24,0.45,0.92,20,25,0.444
Radicals,6/23/2023,IND 23 - 22 MAD,14,8,0.96,0.5,0.63,0.56,0.29,0.78,0.94,23,22,0.489
Royal,6/23/2023,DC 25 - 18 MTL,14,4,0.95,0.83,0.52,0.48,0.2,0.67,0.88,25,18,0.419
Union,6/23/2023,DET 20 - 25 CHI,18,13,0.93,0.64,0.71,0.54,0.37,0.63,0.82,20,25,0.556
Aviators,6/24/2023,SD 18 - 22 LA,17,12,0.94,0.64,0.75,0.63,0.29,0.5,1.0,18,22,0.55
Breeze,6/24/2023,DC 20 - 16 BOS,21,11,0.94,0.33,0.78,0.56,0.27,0.35,0.78,20,16,0.556
Glory,6/24/2023,DC 20 - 16 BOS,25,9,0.91,0.69,0.59,0.41,0.17,0.3,0.53,20,16,0.444
Growlers,6/24/2023,SD 18 - 22 LA,22,10,0.9,0.56,0.54,0.43,0.2,0.4,0.87,18,22,0.45
Hustle,6/24/2023,ATL 23 - 12 DAL,18,16,0.93,0.67,0.86,0.6,0.4,0.45,0.78,23,12,0.657
Legion,6/24/2023,ATL 23 - 12 DAL,31,5,0.88,0.5,0.48,0.32,0.0,0.0,0.6,23,12,0.343
Mechanix,6/24/2023,CHI 18 - 12 DET,29,8,0.9,0.56,0.5,0.36,0.14,0.15,0.56,18,12,0.4
Summit,6/24/2023,MIN 15 - 25 COL,14,13,0.95,0.67,0.82,0.7,0.41,0.55,0.91,15,25,0.625
Union,6/24/2023,CHI 18 - 12 DET,21,16,0.92,0.67,0.79,0.46,0.3,0.43,0.76,18,12,0.6
Wind Chill,6/24/2023,MIN 15 - 25 COL,25,5,0.91,0.42,0.48,0.36,0.12,0.4,0.64,15,25,0.375
Royal,6/25/2023,MTL 19 - 26 TOR,21,10,0.93,0.5,0.56,0.45,0.19,0.57,0.92,19,26,0.422
Rush,6/25/2023,MTL 19 - 26 TOR,14,7,0.94,0.73,0.76,0.67,0.37,0.59,0.72,19,26,0.578
Aviators,6/30/2023,SLC 20 - 18 LA,19,7,0.93,0.8,0.59,0.43,0.26,0.83,0.83,20,18,0.474
Aviators,6/30/2023,SLC 20 - 18 LA,18,8,0.94,0.5,0.59,0.43,0.26,0.83,0.89,20,18,0.474
Breeze,6/30/2023,DC 18 - 21 NY,16,5,0.95,0.42,0.59,0.52,0.25,0.56,1.0,18,21,0.462
Empire,6/30/2023,DC 18 - 21 NY,13,11,0.95,0.5,0.7,0.58,0.32,0.7,1.0,18,21,0.538
Mechanix,6/30/2023,DET 15 - 25 PIT,25,7,0.92,0.36,0.44,0.38,0.18,0.43,0.56,15,25,0.375
Mechanix,6/30/2023,DET 15 - 25 PIT,25,7,0.92,0.36,0.44,0.38,0.18,0.43,0.56,15,25,0.375
Nitro,6/30/2023,COL 24 - 16 POR,25,10,0.92,0.5,0.5,0.38,0.18,0.43,0.6,24,16,0.4
Shred,6/30/2023,SLC 20 - 18 LA,15,10,0.95,0.78,0.63,0.63,0.36,0.47,0.83,20,18,0.526
Shred,6/30/2023,SLC 20 - 18 LA,15,10,0.95,0.78,0.63,0.63,0.36,0.47,0.83,20,18,0.526
Summit,6/30/2023,COL 24 - 16 POR,16,18,0.95,0.78,0.82,0.67,0.35,0.5,0.76,24,16,0.6
Thunderbirds,6/30/2023,DET 15 - 25 PIT,13,14,0.94,0.74,0.82,0.67,0.41,0.61,0.74,15,25,0.625
AlleyCats,7/1/2023,MAD 17 - 23 IND,8,10,0.97,0.83,0.89,0.8,0.29,0.58,0.85,17,23,0.575
Cascades,7/1/2023,COL 18 - 9 SEA,31,11,0.9,0.23,0.3,0.19,0.27,0.38,0.43,18,9,0.333
Glory,7/1/2023,BOS 24 - 21 TOR,9,8,0.96,0.69,0.73,0.7,0.31,0.73,0.8,24,21,0.533
Growlers,7/1/2023,SLC 26 - 16 SD,21,8,0.92,0.62,0.56,0.48,0.06,0.17,0.67,26,16,0.381
Legion,7/1/2023,DAL 16 - 25 ATX,33,8,0.88,0.6,0.44,0.32,0.22,0.33,0.79,16,25,0.39
Radicals,7/1/2023,MAD 17 - 23 IND,14,4,0.96,0.86,0.63,0.56,0.11,0.5,0.77,17,23,0.425
Rush,7/1/2023,BOS 24 - 21 TOR,12,7,0.96,0.8,0.65,0.59,0.18,0.67,0.75,24,21,0.467
Shred,7/1/2023,SLC 26 - 16 SD,10,13,0.97,0.83,0.88,0.68,0.41,0.69,0.9,26,16,0.619
Sol,7/1/2023,DAL 16 - 25 ATX,23,20,0.91,0.55,0.61,0.44,0.48,0.57,0.75,16,25,0.61
Summit,7/1/2023,COL 18 - 9 SEA,20,14,0.93,0.53,0.73,0.5,0.5,0.42,0.67,18,9,0.667
Phoenix,7/2/2023,PHI 18 - 10 MTL,18,11,0.94,0.43,0.62,0.5,0.5,0.48,0.76,18,10,0.643
Royal,7/2/2023,PHI 18 - 10 MTL,24,12,0.89,0.75,0.4,0.27,0.17,0.5,0.5,18,10,0.357
Havoc,7/7/2023,HTX 20 - 25 ATX,23,6,0.89,0.56,0.56,0.47,0.23,0.42,0.83,20,25,0.444
Sol,7/7/2023,HTX 20 - 25 ATX,19,9,0.92,0.75,0.77,0.59,0.31,0.5,0.78,20,25,0.444
Union,7/7/2023,CHI 18 - 21 PIT,24,13,0.92,0.4,0.65,0.44,0.15,0.33,0.65,18,21,0.462
Thunderbirds,7/7/2023,CHI 18 - 21 PIT,21,16,0.92,0.53,0.75,0.6,0.22,0.31,1.0,18,21,0.462
Glory,7/7/2023,BOS 21 - 20 PHI,9,6,0.96,0.86,0.71,0.63,0.26,0.86,0.87,21,20,0.512
Phoenix,7/7/2023,BOS 21 - 20 PHI,12,6,0.96,0.68,0.7,0.67,0.19,0.5,0.82,21,20,0.512
Growlers,7/14/2023,SD 15 - 18 POR,19,3,0.92,0.75,0.55,0.5,0.25,0.33,0.67,15,18,0.455
Nitro,7/14/2023,SD 15 - 18 POR,16,11,0.94,0.88,0.69,0.46,0.35,0.64,0.79,15,18,0.455
Empire,7/14/2023,NY 19 - 15 COL,13,9,0.96,0.58,0.65,0.61,0.33,0.5,0.85,19,15,0.559
Summit,7/14/2023,NY 19 - 15 COL,17,6,0.93,0.5,0.48,0.38,0.29,0.83,0.77,19,15,0.559
AlleyCats,7/9/2023,IND 17 - 22 MIN,28,8,0.91,0.33,0.54,0.43,0.21,0.27,0.75,17,22,0.436
Wind Chill,7/9/2023,IND 17 - 22 MIN,22,11,0.92,0.78,0.74,0.47,0.33,0.53,0.88,17,22,0.436
Nitro,7/8/2023,POR 10 - 25 OAK,45,16,0.84,0.46,0.31,0.18,0.08,0.1,0.5,10,25,0.286
Spiders,7/8/2023,POR 10 - 25 OAK,30,14,0.87,0.42,0.67,0.42,0.54,0.42,0.75,10,25,0.286
Thunderbirds,7/8/2023,PIT 14 - 20 CHI,19,6,0.92,0.31,0.48,0.38,0.25,0.5,0.67,14,20,0.412
Union,7/8/2023,PIT 14 - 20 CHI,14,10,0.95,0.63,0.69,0.55,0.38,0.57,0.78,14,20,0.412
Radicals,7/8/2023,MAD 23 - 14 DET,13,15,0.93,1.0,0.75,0.75,0.4,0.5,0.89,23,14,0.622
Mechanix,7/8/2023,MAD 23 - 14 DET,22,7,0.95,1.0,0.48,0.35,0.13,0.67,0.77,23,14,0.622
Glory,7/8/2023,BOS 15 - 22 DC,16,6,0.94,0.44,0.54,0.48,0.12,0.33,0.89,15,22,0.405
Breeze,7/8/2023,BOS 15 - 22 DC,9,10,0.97,0.67,0.76,0.68,0.38,0.69,0.76,15,22,0.405
Sol,7/8/2023,ATX 24 - 21 DAL,16,7,0.95,0.82,0.61,0.52,0.4,0.67,0.76,24,21,0.533
Legion,7/8/2023,ATX 24 - 21 DAL,18,12,0.93,0.65,0.58,0.5,0.3,0.64,0.69,24,21,0.533
Nitro,7/7/2023,POR 14 - 30 SLC,28,7,0.87,0.47,0.41,0.32,0.06,1.0,0.53,14,30,0.318
Shred,7/7/2023,POR 14 - 30 SLC,10,14,0.97,1.0,0.94,0.94,0.44,0.56,0.88,14,30,0.318
Wind Chill,7/7/2023,MIN 15 - 13 MAD,21,12,0.93,0.38,0.47,0.37,0.5,0.44,0.76,15,13,0.536
Radicals,7/7/2023,MIN 15 - 13 MAD,22,10,0.92,0.56,0.44,0.28,0.4,0.6,0.53,15,13,0.536
